https://github.com/alibaba/fastjson,.,\Use{alibaba/fastjson=._name},M1
https://github.com/apache/incubator-dubbo,./dubbo-remoting/dubbo-remoting-netty,\Use{apache/incubator-dubbo=./dubbo-remoting/dubbo-remoting-netty_name},M2
https://github.com/apache/incubator-dubbo,./dubbo-rpc/dubbo-rpc-dubbo,\Use{apache/incubator-dubbo=./dubbo-rpc/dubbo-rpc-dubbo_name},M3
https://github.com/c2mon/c2mon,./c2mon-daq/c2mon-daq-core,\Use{c2mon/c2mon=./c2mon-daq/c2mon-daq-core_name},M4
https://github.com/c2mon/c2mon,./c2mon-server/c2mon-server-common,\Use{c2mon/c2mon=./c2mon-server/c2mon-server-common_name},M5
https://github.com/codingchili/excelastic,.,\Use{codingchili/excelastic=._name},M6
https://github.com/davidmoten/rxjava2-extras,.,\Use{davidmoten/rxjava2-extras=._name},M7
https://github.com/elasticjob/elastic-job-lite,./elastic-job-lite-core,\Use{elasticjob/elastic-job-lite=./elastic-job-lite-core_name},M8
https://github.com/espertechinc/esper,./examples/rfidassetzone,\Use{espertechinc/esper=./examples/rfidassetzone_name},M9
https://github.com/feroult/yawp,./yawp-testing/yawp-testing-appengine,\Use{feroult/yawp=./yawp-testing/yawp-testing-appengine_name},M10
https://github.com/flaxsearch/luwak,./luwak,\Use{flaxsearch/luwak=./luwak_name},M11
https://github.com/fluent/fluent-logger-java,.,\Use{fluent/fluent-logger-java=._name},M12
https://github.com/javadelight/delight-nashorn-sandbox,.,\Use{javadelight/delight-nashorn-sandbox=._name},M13
https://github.com/kagkarlsson/db-scheduler,.,\Use{kagkarlsson/db-scheduler=._name},M14
https://github.com/looly/hutool,./hutool-cron,\Use{looly/hutool=./hutool-cron_name},M15
https://github.com/nationalsecurityagency/timely,./server,\Use{nationalsecurityagency/timely=./server_name},M16
https://github.com/oracle/oci-java-sdk,./bmc-objectstorage/bmc-objectstorage-extensions,\Use{oracle/oci-java-sdk=./bmc-objectstorage/bmc-objectstorage-extensions_name},M17
https://github.com/orbit/orbit,./actors/runtime,\Use{orbit/orbit=./actors/runtime_name},M18
https://github.com/OryxProject/oryx,./framework/oryx-common,\Use{OryxProject/oryx=./framework/oryx-common_name},M19
https://github.com/spinn3r/noxy,./noxy-discovery-zookeeper,\Use{spinn3r/noxy=./noxy-discovery-zookeeper_name},M20
https://github.com/square/retrofit,./retrofit-adapters/rxjava,\Use{square/retrofit=./retrofit-adapters/rxjava_name},M21
https://github.com/square/retrofit,./retrofit,\Use{square/retrofit=./retrofit_name},M22
https://github.com/TooTallNate/Java-WebSocket,.,\Use{TooTallNate/Java-WebSocket=._name},M23
https://github.com/wro4j/wro4j,./wro4j-extensions,\Use{wro4j/wro4j=./wro4j-extensions_name},M24
https://github.com/wso2/carbon-apimgt,./analyzer-modules/org.wso2.carbon.apimgt.throttling.siddhi.extension,\Use{wso2/carbon-apimgt=./analyzer-modules/org.wso2.carbon.apimgt.throttling.siddhi.extension_name},M25
https://github.com/zalando/riptide,./riptide-failsafe,\Use{zalando/riptide=./riptide-failsafe_name},M26
